date,ticker,price
2024-08-02,MSFT,402.1696
2024-08-02,MU,92.1348
2024-08-02,NOW,158.128
2024-08-02,PANW,152.8
2024-08-02,PEG,74.0326
2024-08-02,SNX,110.9844
2024-08-02,TSM,146.1027
2024-08-02,VST,71.5503
2024-08-02,ZM,58.49
2024-08-02,^GSPC,5346.5601
2024-08-05,ADBE,509.32
2024-08-05,AMAT,178.8754
2024-08-05,AMZN,161.02
2024-08-05,ANET,78.7325
2024-08-05,AVGO,139.4573
2024-08-05,AZN,152.8034
2024-08-05,CDW,200.1392
2024-08-05,CPRT,50.93
2024-08-05,CRDO,24.6
2024-08-05,CRM,235.6184
2024-08-05,DAL,37.1698
2024-08-05,EWW,48.3964
2024-08-05,FNV,119.0319
2024-08-05,G,31.5314
2024-08-05,GOOGL,158.0315
2024-08-05,INTU,595.0714
2024-08-05,LNG,168.9907
2024-08-05,LRCX,75.7312
2024-08-05,META,472.5578
2024-08-05,MRVL,57.3726
2024-08-05,MSFT,389.036
2024-08-05,MU,89.8687
2024-08-05,NOW,156.254
2024-08-05,PANW,147.09
2024-08-05,PEG,72.5957
2024-08-05,SNX,107.6787
2024-08-05,TSM,144.2406
2024-08-05,VST,69.3474
2024-08-05,ZM,55.63
2024-08-05,^GSPC,5186.3301
2024-08-06,ADBE,514.2
2024-08-06,AMAT,180.2719
2024-08-06,AMZN,161.93
2024-08-06,ANET,80.885
2024-08-06,AVGO,141.2633
2024-08-06,AZN,152.6493
2024-08-06,CDW,201.863
2024-08-06,CPRT,49.66
2024-08-06,CRDO,25.1
2024-08-06,CRM,235.0368
2024-08-06,DAL,37.454
2024-08-06,EWW,48.5436
2024-08-06,FNV,118.756
2024-08-06,G,31.3857
2024-08-06,GOOGL,157.0788
2024-08-06,INTU,604.2693
2024-08-06,LNG,173.1409
2024-08-06,LRCX,75.7096
2024-08-06,META,490.7953
2024-08-06,MRVL,57.9198
2024-08-06,MSFT,393.427
2024-08-06,MU,88.4574
2024-08-06,NOW,158.59
2024-08-06,PANW,150.965
2024-08-06,PEG,73.6476
2024-08-06,SNX,107.4538
2024-08-06,TSM,151.494
2024-08-06,VST,73.4865
2024-08-06,ZM,55.83
2024-08-06,^GSPC,5240.0298
2024-08-07,ADBE,513.62
2024-08-07,AMAT,175.5514
2024-08-07,AMZN,162.77
2024-08-07,ANET,79.3325
2024-08-07,AVGO,133.7545
2024-08-07,AZN,155.2881
2024-08-07,CDW,202.3859
2024-08-07,CPRT,49.19
2024-08-07,CRDO,24.85
2024-08-07,CRM,236.6338
2024-08-07,DAL,36.572
2024-08-07,EWW,49.6115
2024-08-07,FNV,116.44
2024-08-07,G,31.3469
2024-08-07,GOOGL,157.7239
2024-08-07,INTU,601.4666
2024-08-07,LNG,174.3084
2024-08-07,LRCX,73.5352
2024-08-07,META,485.6599
2024-08-07,MRVL,55.8604
2024-08-07,MSFT,392.2653
2024-08-07,MU,86.2708
2024-08-07,NOW,155.256
2024-08-07,PANW,152.105
2024-08-07,PEG,74.1641
2024-08-07,SNX,106.9648
2024-08-07,TSM,151.1528
2024-08-07,VST,73.0519
2024-08-07,ZM,55.72
2024-08-07,^GSPC,5199.5
2024-08-08,ADBE,530.24
2024-08-08,AMAT,187.3919
2024-08-08,AMZN,165.8
2024-08-08,ANET,83.625
2024-08-08,AVGO,143.0497
2024-08-08,AZN,157.6573
2024-08-08,CDW,205.601
2024-08-08,CPRT,50.09
2024-08-08,CRDO,26.87
2024-08-08,CRM,245.585
2024-08-08,DAL,38.8161
2024-08-08,EWW,50.661
2024-08-08,FNV,117.9478
2024-08-08,G,31.4634
2024-08-08,GOOGL,160.7902
2024-08-08,INTU,617.9182
2024-08-08,LNG,176.8986
2024-08-08,LRCX,78.5565
2024-08-08,META,506.2318
2024-08-08,MRVL,60.8446
2024-08-08,MSFT,396.4594
2024-08-08,MU,91.5086
2024-08-08,NOW,159.228
2024-08-08,PANW,158.685
2024-08-08,PEG,74.5304
2024-08-08,SNX,108.7252
2024-08-08,TSM,160.4244
2024-08-08,VST,78.1196
2024-08-08,ZM,56.21
2024-08-08,^GSPC,5319.3101
2024-08-09,ADBE,536.3
2024-08-09,AMAT,188.0114
2024-08-09,AMZN,166.94
2024-08-09,ANET,83.9525
2024-08-09,AVGO,145.5232
2024-08-09,AZN,157.3472
2024-08-09,CDW,206.9761
2024-08-09,CPRT,50.99
2024-08-09,CRDO,27.47
2024-08-09,CRM,248.9465
2024-08-09,DAL,38.5123
2024-08-09,EWW,51.2318
2024-08-09,FNV,119.3571
2024-08-09,G,36.416
2024-08-09,GOOGL,162.4176
2024-08-09,INTU,621.9448
2024-08-09,LNG,180.149
2024-08-09,LRCX,79.4186
2024-08-09,META,514.3175
2024-08-09,MRVL,60.2477
2024-08-09,MSFT,399.7378
2024-08-09,MU,92.5125
2024-08-09,NOW,162.216
2024-08-09,PANW,165.74
2024-08-09,PEG,74.9999
2024-08-09,SNX,109.5272
2024-08-09,TSM,162.9299
2024-08-09,VST,77.6849
2024-08-09,ZM,56.38
2024-08-09,^GSPC,5344.1602
2024-08-12,ADBE,530.93
2024-08-12,AMAT,189.8898
2024-08-12,AMZN,166.8
2024-08-12,ANET,84.5825
2024-08-12,AVGO,145.8765
2024-08-12,AZN,159.9248
2024-08-12,CDW,205.3976
2024-08-12,CPRT,50.26
2024-08-12,CRDO,27.6
2024-08-12,CRM,247.7439
2024-08-12,DAL,38.2771
2024-08-12,EWW,50.4769
2024-08-12,FNV,122.1265
2024-08-12,G,35.4935
2024-08-12,GOOGL,161.0482
2024-08-12,INTU,619.1913
2024-08-12,LNG,180.2277
2024-08-12,LRCX,79.7125
2024-08-12,META,512.5096
2024-08-12,MRVL,60.1979
2024-08-12,MSFT,400.5156
2024-08-12,MU,94.063
2024-08-12,NOW,161.324
2024-08-12,PANW,165.55
2024-08-12,PEG,75.6104
2024-08-12,SNX,109.4392
2024-08-12,TSM,163.4272
2024-08-12,VST,77.0132
2024-08-12,ZM,55.32
2024-08-12,^GSPC,5344.3901
2024-08-13,ADBE,535.22
2024-08-13,AMAT,197.472
2024-08-13,AMZN,170.23
2024-08-13,ANET,86.5475
2024-08-13,AVGO,153.2773
2024-08-13,AZN,161.5721
2024-08-13,CDW,209.0775
